"url","dob","pob","birth_info","city"
"https://fr.wikipedia.org//w/index.php?title=Ren%C3%A9_Halet&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Auguste_Laurent_(rugby_%C3%A0_XV)&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Jean_Ducousso&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Fran%C3%A7ois_Raymond",1926-08-01,"Mayence","Naissance	
1er août 1926
Mayence","Mayence"
"https://fr.wikipedia.org//wiki/Fernand_Barthe",1898-12-12,"Saint-Macaire (France)","Naissance	
12 décembre 1898
Gironde","Saint-Macaire"
"https://fr.wikipedia.org//wiki/Adolphe_Bringeon",1895-01-23,"Saint-Jean-de-Luz (France)	","Naissance	23 janvier 1895
à Saint-Jean-de-Luz (France)	","Saint-Jean-de-Luz"
"https://fr.wikipedia.org//wiki/Robert_Levasseur",1898-01-27,"Paris (France)	","Naissance	27 janvier 1898
à Paris (France)	","Paris"
"https://fr.wikipedia.org//w/index.php?title=L%C3%A9on_Chapuy&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Louis_Destarac",1902-09-01,"Tarbes","Naissance	
1er septembre 1902
Tarbes","Tarbes"
"https://fr.wikipedia.org//w/index.php?title=Roger_Llari&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Alphonse_Puig&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Bernard_Berg%C3%A8s",1900-02-01,"Vic-en-Bigorre (France)	","Naissance	1er février 1900
à Vic-en-Bigorre (France)	","Vic-en-Bigorre"
"https://fr.wikipedia.org//w/index.php?title=Cl%C3%A9ment_Dulaurens&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Ren%C3%A9_Graciet",1904-07-24,"Bayonne (France)	","Naissance	24 juillet 1904
à Bayonne (France)	","Bayonne"
"https://fr.wikipedia.org//wiki/Vincent_Graule",1904-01-22,"Perpignan","Naissance	
22 janvier 1904
Perpignan","Perpignan"
"https://fr.wikipedia.org//w/index.php?title=Jean_Revillon&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Honor%C3%A9_Laffont&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Joseph_Sayrou",1898-08-12,"Toulouges","Naissance	
12 août 1898
Toulouges","Toulouges"
"https://fr.wikipedia.org//wiki/%C3%89douard_Bader",1899-07-26,"Ferrières-en-Brie (France)	","Naissance	26 juillet 1899
à Ferrières-en-Brie (France)	","Ferrières-en-Brie"
"https://fr.wikipedia.org//wiki/Ren%C3%A9_Bousquet_(rugby)",1903-03-18,"Villeneuve-lès-Béziers","Naissance	
18 mars 1903
Villeneuve-lès-Béziers","Villeneuve-lès-Béziers"
"https://fr.wikipedia.org//w/index.php?title=Alfred_Prevost&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Joseph_Sourgens&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Ernest_Vila&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Robert_Hutin&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Maixent_Piquemal",1907-02-18,"Bordeaux","Naissance	
18 février 1907
Bordeaux","Bordeaux"
"https://fr.wikipedia.org//wiki/Edmond_Vellat",1897-02-14,"Chambéry (France)	","Naissance	14 février 1897
à Chambéry (France)	","Chambéry"
"https://fr.wikipedia.org//wiki/Robert_Houdet",1905-01-12,"2e arrondissement de Paris","Naissance	
12 janvier 1905
2e arrondissement de Paris","Paris"
"https://fr.wikipedia.org//w/index.php?title=Jean_Carbonne&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Andr%C3%A9_Verger",1906-05-28,"Limoges (France)	","Naissance	28 mai 1906
à Limoges (France)	","Limoges"
"https://fr.wikipedia.org//wiki/Albert_Cazenave",1902-03-07,"Nay (France)","Naissance	
7 mars 1902
Nay","Nay"
"https://fr.wikipedia.org//wiki/Jean_Galia",1905-03-20,"Ille-sur-Têt (France)	","Naissance	20 mars 1905
à Ille-sur-Têt (France)	","Ille-sur-Têt"
"https://fr.wikipedia.org//wiki/Georges_G%C3%A9rald",1904-03-17,"Aixe-sur-Vienne (France)	","Naissance	17 mars 1904
à Aixe-sur-Vienne (France)	","Aixe-sur-Vienne"
"https://fr.wikipedia.org//w/index.php?title=Andr%C3%A9_Loury&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Jean_Mor%C3%A8re",1902-05-08,"Castelnau-Magnoac (France)	","Naissance	8 mai 1902
à Castelnau-Magnoac (France)	","Castelnau-Magnoac"
"https://fr.wikipedia.org//w/index.php?title=Fernand_Camicas&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Paul_Descamps&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Maurice_Larrieux&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/G%C3%A9rald_Branca",1902-12-29,"Sedan (France)	","Naissance	29 décembre 1902
à Sedan (France)	","Sedan"
"https://fr.wikipedia.org//wiki/Andr%C3%A9_Camel",1905-02-09,"Toulouse (France)	","Naissance	9 février 1905
à Toulouse (France)	","Toulouse"
"https://fr.wikipedia.org//w/index.php?title=Edouard_Coulon&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Georges_Daudignon&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Henri_Haget",1905-10-12,"Biarritz (France)	","Naissance	12 octobre 1905
à Biarritz (France)	","Biarritz"
"https://fr.wikipedia.org//w/index.php?title=Louis_Magnol&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Raoul_Bonamy",1905-12-13,"Saint-Jean-d'Angély","Naissance	
13 décembre 1905
Saint-Jean-d'Angély","Saint-Jean-d'Angély"
"https://fr.wikipedia.org//w/index.php?title=Louis_Pellissier&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Georges_Vaills&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Jean_Duhau",1906-05-01,"Ondres (France)	","Naissance	1er mai 1906
à Ondres (France)	","Ondres"
"https://fr.wikipedia.org//w/index.php?title=Jean_Jardel_(rugby_%C3%A0_XV)&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Henri_Lacaze_(rugby_%C3%A0_XV)",1898-04-11,"Laroquebrou","Naissance	
11 avril 1898
Laroquebrou","Laroquebrou"
"https://fr.wikipedia.org//wiki/Jules_Hauc",1905-05-20,"Maureilhan (France)	","Naissance	20 mai 1905
à Maureilhan (France)	","Maureilhan"
"https://fr.wikipedia.org//wiki/Lucien_Serin",1902-11-08,"Autignac","Naissance	
8 novembre 1902
Autignac","Autignac"
"https://fr.wikipedia.org//wiki/Richard_Majerus",1905-06-10,"20e arrondissement de Paris","Naissance	
10 juin 1905
20e arrondissement de Paris","Paris"
"https://fr.wikipedia.org//wiki/Georges_Caussarieu",1906-07-04,"Hendaye (France)	","Naissance	4 juillet 1906
à Hendaye (France)	","Hendaye"
"https://fr.wikipedia.org//wiki/Robert_Sarrade",1904-02-19,"Aire-sur-l'Adour","Naissance	
19 février 1904
Aire-sur-l'Adour","Aire-sur-l'Adour"
"https://fr.wikipedia.org//wiki/Joseph_Aug%C3%A9",1904-03-19,"Dax","Naissance	
19 mars 1904
Dax","Dax"
"https://fr.wikipedia.org//wiki/Marcel_Camel",1903-07-27,"Toulouse (France)	","Naissance	27 juillet 1903
à Toulouse (France)	","Toulouse"
"https://fr.wikipedia.org//wiki/Albert_Domec",1901-10-07,"Saint-Pé (France)	","Naissance	7 octobre 1901
à Saint-Pé (France)	","Saint-Pé"
"https://fr.wikipedia.org//wiki/Paul_Barr%C3%A8re",1905-10-09,"Elne	","Naissance	9 octobre 1905
à Elne	","Elne"
"https://fr.wikipedia.org//w/index.php?title=Andr%C3%A9_Clady&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Am%C3%A9d%C3%A9e_Cutzach&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Andr%C3%A9_Duche&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Marcel_Soler&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Albert_Ambert",1902-03-15,"Béziers, Hérault (France)	","Naissance	15 mars 1902
à Béziers, Hérault (France)	","Béziers, Hérault"
"https://fr.wikipedia.org//wiki/Charles_Bigot_(rugby_%C3%A0_XV)",1906-02-04,"Lézignan (France)	","Naissance	4 février 1906
à Lézignan (France)	","Lézignan"
"https://fr.wikipedia.org//wiki/Joseph_Choy",1905-08-19,"Homps","Naissance	
19 août 1905
Homps","Homps"
"https://fr.wikipedia.org//wiki/Robert_Samatan",1909-04-16,"Toulouse (France)	","Naissance	16 avril 1909
à Toulouse (France)	","Toulouse"
"https://fr.wikipedia.org//wiki/Fernand_Taillantou",1905-02-17,"Pau (France)	","Naissance	17 février 1905
à Pau (France)	","Pau"
"https://fr.wikipedia.org//wiki/L%C3%A9opold_Fabre",1907-02-06,"Toulouse (France)	","Naissance	6 février 1907
à Toulouse (France)	","Toulouse"
"https://fr.wikipedia.org//wiki/Lucien_Augras",1912-08-13,"La Châtre","Naissance	
13 août 1912
La Châtre","La Châtre"
"https://fr.wikipedia.org//wiki/Ernest_Camo",1902-05-29,"Saint-Féliu-d'Avall","Naissance	
29 mai 1902
Saint-Féliu-d'Avall","Saint-Féliu-d'Avall"
"https://fr.wikipedia.org//wiki/Maurice_Porra",1906-05-13,"Perpignan (France)	","Naissance	13 mai 1906
à Perpignan (France)	","Perpignan"
"https://fr.wikipedia.org//w/index.php?title=Marius_Rodrigo&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Maurice_Savy",1906-09-21,"Gouttières (France)	","Naissance	21 septembre 1906
à Gouttières (France)	","Gouttières"
"https://fr.wikipedia.org//wiki/L%C3%A9opold_Servole",1906-09-22,"Saint-André-de-Roquelongue (France)	","Naissance	22 septembre 1906
à Saint-André-de-Roquelongue (France)	","Saint-André-de-Roquelongue"
"https://fr.wikipedia.org//w/index.php?title=Antoine_Duclos&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Max_Rousi%C3%A9",1912-07-14,"Marmande (France)	","Naissance	14 juillet 1912
à Marmande (France)	","Marmande"
"https://fr.wikipedia.org//wiki/Robert_Scohy",1909-04-28,"Tunis (Tunisie)	","Naissance	28 avril 1909
à Tunis (Tunisie)	","Tunis"
"https://fr.wikipedia.org//w/index.php?title=Georges_Cl%C3%A9ment_(rugby_%C3%A0_XV)&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Charles_Petit",1903-01-05,"Saint-Ouen-sur-Seine (France)	","Naissance	5 janvier 1903
à Saint-Ouen-sur-Seine (France)	","Saint-Ouen-sur-Seine"
"https://fr.wikipedia.org//wiki/Max_Vigerie",1906-11-28,"Villeréal","Naissance	
28 novembre 1906
Villeréal","Villeréal"
"https://fr.wikipedia.org//wiki/Henri_Buisson_(rugby_%C3%A0_XV)",1904-08-04,"Béziers (France)	","Naissance	4 août 1904
à Béziers (France)	","Béziers"
"https://fr.wikipedia.org//w/index.php?title=Pierre_Guelorget&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Ren%C3%A9_Namur",1909-12-12,"Montauban","Naissance	
12 décembre 1909
Montauban","Montauban"
"https://fr.wikipedia.org//wiki/Roger_Triviaux",1902-08-10,"Cognac","Naissance	
10 août 1902
Cognac","Cognac"
"https://fr.wikipedia.org//wiki/Marius_Guiral",1904-12-16,"Condom (France)	","Naissance	16 décembre 1904
à Condom (France)	","Condom"
"https://fr.wikipedia.org//wiki/Antonin_Barbazanges",1907-04-15,"Toulouse (France)	","Naissance	15 avril 1907
à Toulouse (France)	","Toulouse"
"https://fr.wikipedia.org//wiki/Eug%C3%A8ne_Chaud",1906-03-03,"Roanne (France)	","Naissance	3 mars 1906
à Roanne (France)	","Roanne"
"https://fr.wikipedia.org//wiki/Roger_Claudel",1911-04-10,"Chartres (France)	","Naissance	10 avril 1911
à Chartres (France)	","Chartres"
"https://fr.wikipedia.org//w/index.php?title=Jean_Coderc&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Lucien_Cognet&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Henri_de_Malherbe",1910-02-09,"Ajaccio (France)	","Naissance	9 février 1910
à Ajaccio (France)	","Ajaccio"
"https://fr.wikipedia.org//w/index.php?title=Ren%C3%A9_Finat&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Joseph_Griffard",1905-11-13,"Limoges (France)	","Naissance	13 novembre 1905
à Limoges (France)	","Limoges"
"https://fr.wikipedia.org//wiki/Marcel_Laurent_(rugby_%C3%A0_XV)",1909-04-17,"Auch (France)	","Naissance	17 avril 1909
à Auch (France)	","Auch"
"https://fr.wikipedia.org//w/index.php?title=Albert_Potel&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/%C3%89douard_Ainciart",1908-12-21,"Bayonne (France)	","Naissance	21 décembre 1908
à Bayonne (France)	","Bayonne"
"https://fr.wikipedia.org//wiki/Jean_Daguerre",1907-09-12,"Saint-Pierre (France)	","Naissance	12 septembre 1907
à Saint-Pierre (France)	","Saint-Pierre"
"https://fr.wikipedia.org//w/index.php?title=Pierre_Escaffre&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Firmin_Raynaud&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Antoine_Blain",1911-12-24,"Limoux (France)	","Naissance	24 décembre 1911
à Limoux (France)	","Limoux"
"https://fr.wikipedia.org//wiki/Pierre_Cussac",1909-08-21,"Arcachon (France)	","Naissance	21 août 1909
à Arcachon (France)	","Arcachon"
"https://fr.wikipedia.org//wiki/Joseph_Desclaux",1912-02-01,NA,"Naissance	1er février 1912	",NA
"https://fr.wikipedia.org//w/index.php?title=Andr%C3%A9_Duluc&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Louis_Dupont_(rugby_%C3%A0_XV)&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Fran%C3%A7ois_Lombard_(rugby_%C3%A0_XV)",1906-02-10,"Narbonne (France)	","Naissance	10 février 1906
à Narbonne (France)	","Narbonne"
"https://fr.wikipedia.org//wiki/Jean_Blond",1909-04-11,"Le Tréport","Naissance	
11 avril 1909
Le Tréport","Le Tréport"
"https://fr.wikipedia.org//wiki/Paul_Boyer_(rugby_%C3%A0_XV)",1908-05-19,"Arthès (France)	","Naissance	19 mai 1908
à Arthès (France)	","Arthès"
"https://fr.wikipedia.org//wiki/Maurice_Celhay",1911-05-17,"Saint-Palais (France)	","Naissance	17 mai 1911
à Saint-Palais (France)	","Saint-Palais"
"https://fr.wikipedia.org//w/index.php?title=Jacques_Dorot&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Fran%C3%A7ois_Raynal&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Armand_Vigneau&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Francis_Daguerre",1908-10-31,"Saint-Pierre-et-Miquelon","Naissance	
31 octobre 1908
Saint-Pierre-et-Miquelon","Saint-Pierre-et-Miquelon"
"https://fr.wikipedia.org//w/index.php?title=Pierre_Geschwind&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Andr%C3%A9_Goyard&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Etienne_Ithurra&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Georges_Libaros",1912-02-29,"Viella","Naissance	
29 février 1912
Viella","Viella"
"https://fr.wikipedia.org//w/index.php?title=Andr%C3%A9_Rochon&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Pierre_Thiers",1914-04-16,"Thiers (France)	","Naissance	16 avril 1914
à Thiers (France)	","Thiers"
"https://fr.wikipedia.org//wiki/F%C3%A9lix_Berg%C3%A8ze",1914-01-11,"Boucau (France)	","Naissance	11 janvier 1914
à Boucau (France)	","Boucau"
"https://fr.wikipedia.org//wiki/Jean_Clav%C3%A9",1915-03-02,"Montgaillard","Naissance	
2 mars 1915
Montgaillard","Montgaillard"
"https://fr.wikipedia.org//wiki/Edmond_Elissalde",1908-01-30,"Biarritz (France)	","Naissance	30 janvier 1908
à Biarritz (France)	","Biarritz"
"https://fr.wikipedia.org//w/index.php?title=Pierre_Milliand&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Frantz_Sahuc",1910-11-10,"Marsoulas (France)	","Naissance	10 novembre 1910
à Marsoulas (France)	","Marsoulas"
"https://fr.wikipedia.org//wiki/David_Aguilar",1905-11-25,"Pau (France)	","Naissance	25 novembre 1905
à Pau (France)	","Pau"
"https://fr.wikipedia.org//wiki/Pierre_Daulou%C3%A8de",1909-07-27,"Labenne (France)	","Naissance	27 juillet 1909
à Labenne (France)	","Labenne"
"https://fr.wikipedia.org//w/index.php?title=Gilbert_Lavail&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Henri_Masse_(rugby_%C3%A0_XV)&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Michel_Bonnus_(rugby_%C3%A0_XV)",1915-03-23,"Toulon","Naissance	
23 mars 1915
Toulon","Toulon"
"https://fr.wikipedia.org//w/index.php?title=Antonin_Delque&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Marcel_Deygas&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Emile_Fabre(rugby_%C3%A0_XV)&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Robert_Cals",1913-03-19,"Pezens","Naissance	
19 mars 1913
Pezens","Pezens"
"https://fr.wikipedia.org//w/index.php?title=Jean_Chassagne(rugby_%C3%A0_XV)&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Henri_Clarac&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Jean-Baptiste_Lefort&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Ren%C3%A9_Arotca",1914-02-28,"Bayonne","Naissance	
28 février 1914
Bayonne","Bayonne"
"https://fr.wikipedia.org//wiki/Robert_Caunegre",1913-01-30,"Bordeaux (France)	","Naissance	30 janvier 1913
à Bordeaux (France)	","Bordeaux"
"https://fr.wikipedia.org//w/index.php?title=Emile_Doussau&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Raymond_Le_Goff",1913-07-04,"Paris 8e","Naissance	
4 juillet 1913
Paris 8e","Paris"
"https://fr.wikipedia.org//w/index.php?title=Ren%C3%A9_Lombarteix&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Andr%C3%A9_Rapin&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Guy_Vassal_(rugby)",1914-11-12,"Carcassonne (France)	","Naissance	12 novembre 1914
à Carcassonne (France)	","Carcassonne"
"https://fr.wikipedia.org//wiki/Jacques_Palat",1915-05-25,"Saint-Cyprien","Naissance	
25 mai 1915
Saint-Cyprien","Saint-Cyprien"
"https://fr.wikipedia.org//w/index.php?title=Pierre_Charton&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Joseph_Dutrey&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Lucien_Ferrand&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Fran%C3%A7ois_M%C3%A9ret",1914-05-08,"Pontacq (France)	","Naissance	8 mai 1914
à Pontacq (France)	","Pontacq"
"https://fr.wikipedia.org//wiki/Roger_Paul",1911-06-15,"Sauxillanges (France)	","Naissance	15 juin 1911
à Sauxillanges (France)	","Sauxillanges"
"https://fr.wikipedia.org//w/index.php?title=Henri_Peyrelade&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Robert_Tourte&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//w/index.php?title=Marcel_Tucoo-Chala&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Georges_Baladi%C3%A9",1917-05-20,"Ville-d'Avray","Naissance	
20 mai 1917
Ville-d'Avray","Ville-d'Avray"
"https://fr.wikipedia.org//wiki/Yves_Bergougnan",1924-05-08,"Toulouse (France)	","Naissance	8 mai 1924
à Toulouse (France)	","Toulouse"
"https://fr.wikipedia.org//wiki/Jean_Dauger",1919-11-12,"Cambo-les-Bains (France)	","Naissance	12 novembre 1919
à Cambo-les-Bains (France)	","Cambo-les-Bains"
"https://fr.wikipedia.org//w/index.php?title=Robert_Geneste&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Auguste_Jarasse",1915-02-12,"Ussel","Naissance	
12 février 1915
Ussel","Ussel"
"https://fr.wikipedia.org//wiki/Louis_Junquas",1920-09-11,"Saint-Vincent-de-Tyrosse","Naissance	
11 septembre 1920
Saint-Vincent-de-Tyrosse","Saint-Vincent-de-Tyrosse"
"https://fr.wikipedia.org//wiki/Jean_Massare",1922-08-29,"Fontenay-sous-Bois (France)	","Naissance	29 août 1922
à Fontenay-sous-Bois (France)	","Fontenay-sous-Bois"
"https://fr.wikipedia.org//wiki/Roger_Minjat",1920-08-03,"Vénissieux (France)	","Naissance	3 août 1920
à Vénissieux (France)	","Vénissieux"
"https://fr.wikipedia.org//wiki/Alban_Moga",1923-05-01,"Bordeaux (France)	","Naissance	1er mai 1923
à Bordeaux (France)	","Bordeaux"
"https://fr.wikipedia.org//wiki/Jean_Prat_(rugby_%C3%A0_XV)",1923-08-01,"Lourdes (France)	","Naissance	1er août 1923
à Lourdes (France)	","Lourdes"
"https://fr.wikipedia.org//wiki/Jean_Prin-Clary",1912-07-15,"Marseille","Naissance	
15 juillet 1912
Marseille","Marseille"
"https://fr.wikipedia.org//wiki/Andr%C3%A9_Sahuc",1914-08-04,"Castelnau-Montratier (France)	","Naissance	4 août 1914
à Castelnau-Montratier (France)	","Castelnau-Montratier"
"https://fr.wikipedia.org//wiki/Robert_Soro",1922-11-28,"Odos (France)	","Naissance	28 novembre 1922
à Odos (France)	","Odos"
"https://fr.wikipedia.org//wiki/Andr%C3%A9_Alvarez",1923-05-26,"Bayonne (France)	","Naissance	26 mai 1923
à Bayonne (France)	","Bayonne"
"https://fr.wikipedia.org//wiki/Jacques_Chaban-Delmas",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Gaston_Combes",1920-02-29,"Toulouse (France)	","Naissance	29 février 1920
à Toulouse (France)	","Toulouse"
"https://fr.wikipedia.org//wiki/Lucien_Rouffia",1924-01-06,"Narbonne (France)	","Naissance	6 janvier 1924
à Narbonne (France)	","Narbonne"
"https://fr.wikipedia.org//w/index.php?title=Jean_Villagra&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Guy_Basquet",1921-07-13,"Layrac (France)	","Naissance	13 juillet 1921
à Layrac (France)	","Layrac"
"https://fr.wikipedia.org//w/index.php?title=Henri_Dutrain&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Jean_Matheu-Cambas",1920-06-23,"Gelos (France)	","Naissance	23 juin 1920
à Gelos (France)	","Gelos"
"https://fr.wikipedia.org//wiki/Elie_Pebeyre",1923-01-27,"Seilhac (France)	","Naissance	27 janvier 1923
à Seilhac (France)	","Seilhac"
"https://fr.wikipedia.org//wiki/Maurice_Terreau",1923-01-30,"Bourg-en-Bresse","Naissance	
30 janvier 1923
Bourg-en-Bresse","Bourg-en-Bresse"
"https://fr.wikipedia.org//wiki/Marcel_Volot",1917-06-27,"Gonfreville-l'Orcher (France)	","Naissance	27 juin 1917
à Gonfreville-l'Orcher (France)	","Gonfreville-l'Orcher"
"https://fr.wikipedia.org//wiki/Albert_Kaempf",1921-03-31,"Itxassou (France)	","Naissance	31 mars 1921
à Itxassou (France)	","Itxassou"
"https://fr.wikipedia.org//wiki/Eug%C3%A8ne_Buzy",1917-02-13,"Bénéjacq","Naissance	
13 février 1917
Bénéjacq","Bénéjacq"
"https://fr.wikipedia.org//wiki/Michel_Sorondo",1919-07-16,"Hendaye","Naissance	
16 juillet 1919
Hendaye","Hendaye"
"https://fr.wikipedia.org//wiki/Jean_Lass%C3%A8gue",1924-02-15,"Rieumes (France)	","Naissance	15 février 1924
à Rieumes (France)	","Rieumes"
"https://fr.wikipedia.org//wiki/Marcel_Jol",1923-03-16,"Biarritz (France)	","Naissance	16 mars 1923
à Biarritz (France)	","Biarritz"
"https://fr.wikipedia.org//w/index.php?title=Lucien_Caron_(rugby_%C3%A0_XV)&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/G%C3%A9rard_Dufau",1924-08-27,"Dax (France)	","Naissance	27 août 1924
à Dax (France)	","Dax"
"https://fr.wikipedia.org//wiki/Pierre_Jeanjean",1924-02-03,"Port-Vendres","Naissance	
3 février 1924
Port-Vendres","Port-Vendres"
"https://fr.wikipedia.org//wiki/Lucien_Martin_(rugby_%C3%A0_XV)",1920-09-28,"Pau","Naissance	
28 septembre 1920
Pau","Pau"
"https://fr.wikipedia.org//wiki/Michel_Pomathios",1924-03-18,"Bourg (France)	","Naissance	18 mars 1924
à Bourg (France)	","Bourg-en-Bresse"
"https://fr.wikipedia.org//wiki/L%C3%A9on_Bordenave",1920-05-11,"Odos (France)	","Naissance	11 mai 1920
à Odos (France)	","Odos"
"https://fr.wikipedia.org//wiki/Pierre_Dizabo",1929-10-04,"Saint-Vincent-de-Tyrosse (France)	","Naissance	4 octobre 1929
à Saint-Vincent-de-Tyrosse (France)	","Saint-Vincent-de-Tyrosse"
"https://fr.wikipedia.org//w/index.php?title=Roger_Lacaussade&action=edit&redlink=1",NA,NA,NA,NA
"https://fr.wikipedia.org//wiki/Pierre_Aristouy_(rugby_%C3%A0_XV)",1920-10-18,"Arette (France)	","Naissance	18 octobre 1920
à Arette (France)	","Arette"
"https://fr.wikipedia.org//wiki/Maurice_Siman",1924-07-12,"Clermont-Ferrand (France)	","Naissance	12 juillet 1924
à Clermont-Ferrand (France)	","Clermont-Ferrand"
"https://fr.wikipedia.org//wiki/No%C3%ABl_Baudry",1914-04-01,"Saint-Exupéry (France)	","Naissance	1er avril 1914
à Saint-Exupéry (France)	","Saint-Exupéry"
"https://fr.wikipedia.org//wiki/Jean_Pilon",1925-10-14,"Bayonne","Naissance	
14 octobre 1925
Bayonne","Bayonne"
"https://fr.wikipedia.org//w/index.php?title=Francis_Desclaux&action=edit&redlink=1",NA,NA,NA,NA
